record_id,customer_id,customer_name,customer_segment,city,state,event_ts,event_date,cell_tower_id,network_type,call_type,duration_sec,data_mb,sms_count,dropped_flag,signal_strength,latency_ms,complaint_code,revenue_inr,plan_type
281,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-28 16:05:00,2026-03-28,BLR_101,4G,VOICE,1501,0.0,0,0,67,138,NO_ISSUE,36.84,PREPAID
282,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-03 00:54:00,2026-02-03,CHE_401,4G,DATA_SESSION,1532,294.17,0,0,40,24,LOW_SPEED,32.93,POSTPAID
283,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-04 04:00:00,2026-02-04,BLR_102,4G,DATA_SESSION,840,1003.62,0,0,93,159,LOW_SPEED,45.03,PREPAID
284,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-05 14:48:00,2026-03-05,BLR_101,5G,DATA_SESSION,1749,402.69,0,0,88,161,NO_ISSUE,39.73,POSTPAID
285,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-14 05:18:00,2026-02-14,DEL_301,4G,SMS,0,0.0,1,0,87,245,NO_ISSUE,0.19,CORPORATE
286,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-17 11:59:00,2026-02-17,BLR_101,5G,VOICE,215,0.0,0,0,66,133,NO_ISSUE,3.98,CORPORATE
287,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-28 19:31:00,2026-02-28,BLR_101,4G,SMS,0,0.0,1,0,95,273,LOW_SPEED,0.1,POSTPAID
288,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-20 08:34:00,2026-02-20,BLR_101,4G,DATA_SESSION,501,201.68,0,0,91,249,NO_ISSUE,12.07,CORPORATE
289,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-06 23:19:00,2026-02-06,DEL_301,4G,VOICE,20,0.0,0,0,73,280,NO_ISSUE,0.36,PREPAID
290,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-31 11:12:00,2026-01-31,CHE_401,4G,DATA_SESSION,988,1793.06,0,0,81,251,NO_ISSUE,53.78,CORPORATE
291,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-06 03:45:00,2026-03-06,KOL_701,5G,VOICE,1028,0.0,0,0,87,37,NO_ISSUE,9.17,PREPAID
292,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-03-07 11:50:00,2026-03-07,BLR_101,5G,VOICE,115,0.0,0,0,50,207,NO_SIGNAL,1.63,POSTPAID
293,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-20 14:32:00,2026-02-20,BLR_102,5G,SMS,0,0.0,1,0,96,140,DROP,0.08,PREPAID
294,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-02 02:22:00,2026-03-02,KOL_701,5G,DATA_SESSION,1052,2204.07,0,0,88,165,NO_SIGNAL,67.46,POSTPAID
295,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-13 19:51:00,2026-01-13,CHE_401,5G,VOICE,1552,0.0,0,0,75,192,DROP,24.94,CORPORATE
296,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-26 02:22:00,2026-03-26,KOL_701,5G,DATA_SESSION,1351,2438.07,0,0,57,138,NO_ISSUE,117.62,CORPORATE
297,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-03 14:54:00,2026-03-03,DEL_301,5G,DATA_SESSION,605,2194.31,0,0,89,216,NO_ISSUE,59.69,PREPAID
298,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-10 12:48:00,2026-03-10,BLR_102,5G,DATA_SESSION,1419,630.15,0,0,42,186,DROP,32.83,POSTPAID
299,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-03-09 19:49:00,2026-03-09,BLR_101,4G,DATA_SESSION,1066,1961.85,0,0,71,44,NO_SIGNAL,108.29,POSTPAID
300,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-09 22:34:00,2026-03-09,DEL_301,4G,VOICE,1619,0.0,0,0,91,135,NO_SIGNAL,30.91,CORPORATE
301,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-28 00:38:00,2026-01-28,MUM_201,5G,VOICE,172,0.0,0,0,57,198,NO_ISSUE,2.16,PREPAID
302,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-01 18:19:00,2026-01-01,HYD_501,5G,VOICE,337,0.0,0,1,76,162,NO_ISSUE,7.97,POSTPAID
303,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-13 14:44:00,2026-03-13,HYD_501,4G,DATA_SESSION,396,1303.91,0,0,99,101,NO_ISSUE,24.07,PREPAID
304,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-03 02:10:00,2026-02-03,DEL_301,5G,VOICE,1286,0.0,0,0,36,39,NO_ISSUE,17.89,CORPORATE
305,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-04 09:03:00,2026-03-04,KOL_701,4G,SMS,0,0.0,1,0,49,217,NO_ISSUE,0.15,POSTPAID
306,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-05 05:47:00,2026-01-05,DEL_301,5G,VOICE,676,0.0,0,0,47,52,BILLING,13.84,PREPAID
307,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-18 07:32:00,2026-03-18,BLR_102,4G,VOICE,1459,0.0,0,0,90,56,DROP,11.78,PREPAID
308,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-17 10:49:00,2026-01-17,BLR_102,4G,DATA_SESSION,1197,2054.94,0,0,68,228,NO_ISSUE,77.22,CORPORATE
309,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-28 15:12:00,2026-02-28,CHE_401,4G,DATA_SESSION,1547,1466.09,0,0,44,203,NO_SIGNAL,71.83,PREPAID
310,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-04 23:12:00,2026-02-04,MUM_201,5G,VOICE,990,0.0,0,0,63,44,DROP,20.73,CORPORATE
311,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-03 21:33:00,2026-03-03,PUN_601,5G,SMS,0,0.0,1,0,82,12,NO_ISSUE,0.05,CORPORATE
312,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-28 23:36:00,2026-01-28,DEL_301,5G,VOICE,1506,0.0,0,0,87,175,LOW_SPEED,11.82,POSTPAID
313,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-17 18:10:00,2026-01-17,HYD_501,4G,DATA_SESSION,131,2129.21,0,0,94,57,NO_ISSUE,30.49,POSTPAID
314,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-01-12 22:05:00,2026-01-12,HYD_501,4G,DATA_SESSION,603,1550.69,0,0,59,182,NO_ISSUE,63.38,PREPAID
315,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-29 12:13:00,2026-03-29,KOL_701,4G,VOICE,524,0.0,0,0,90,161,LOW_SPEED,4.03,POSTPAID
316,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-12 18:30:00,2026-03-12,BLR_102,4G,VOICE,379,0.0,0,0,45,163,LOW_SPEED,2.96,CORPORATE
317,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-23 10:50:00,2026-03-23,MUM_201,4G,VOICE,83,0.0,0,0,86,128,NO_SIGNAL,1.33,POSTPAID
318,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-05 23:25:00,2026-02-05,MUM_201,5G,VOICE,1521,0.0,0,0,52,128,NO_ISSUE,10.36,PREPAID
319,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-10 20:47:00,2026-02-10,HYD_501,4G,VOICE,1178,0.0,0,0,53,267,NO_SIGNAL,6.84,POSTPAID
320,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-05 03:30:00,2026-01-05,CHE_401,4G,DATA_SESSION,1640,906.32,0,0,95,252,NO_SIGNAL,42.08,CORPORATE
321,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-22 22:02:00,2026-02-22,KOL_701,4G,VOICE,1358,0.0,0,0,44,284,NO_ISSUE,33.21,POSTPAID
322,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-23 00:03:00,2026-03-23,BLR_102,4G,DATA_SESSION,304,1102.55,0,0,64,59,NO_ISSUE,20.88,CORPORATE
323,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-07 23:44:00,2026-02-07,MUM_201,5G,DATA_SESSION,1006,1689.7,0,0,96,63,NO_ISSUE,62.72,PREPAID
324,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-27 13:15:00,2026-02-27,CHE_401,5G,VOICE,320,0.0,0,1,68,56,NO_ISSUE,4.19,CORPORATE
325,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-20 23:09:00,2026-01-20,CHE_401,5G,VOICE,1796,0.0,0,0,63,115,NO_ISSUE,37.52,CORPORATE
326,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-08 04:00:00,2026-03-08,PUN_601,5G,DATA_SESSION,1241,1478.54,0,0,64,106,NO_ISSUE,35.65,CORPORATE
327,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-25 08:45:00,2026-02-25,PUN_601,4G,VOICE,1279,0.0,0,0,99,80,NO_ISSUE,23.26,PREPAID
328,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-03 23:06:00,2026-02-03,BLR_102,5G,SMS,0,0.0,1,0,89,68,NO_SIGNAL,0.12,CORPORATE
329,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-13 10:28:00,2026-01-13,BLR_101,5G,VOICE,1779,0.0,0,1,87,75,NO_ISSUE,34.13,PREPAID
330,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-01 19:52:00,2026-03-01,CHE_401,5G,VOICE,857,0.0,0,0,54,119,NO_ISSUE,8.63,POSTPAID
331,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-10 23:15:00,2026-03-10,MUM_201,4G,VOICE,1161,0.0,0,0,82,267,NO_ISSUE,12.93,CORPORATE
332,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-10 07:37:00,2026-03-10,MUM_201,5G,VOICE,351,0.0,0,1,100,112,DROP,7.38,PREPAID
333,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-30 01:08:00,2026-03-30,PUN_601,5G,DATA_SESSION,1706,367.59,0,0,90,32,NO_ISSUE,20.95,POSTPAID
334,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-07 00:31:00,2026-03-07,DEL_301,4G,SMS,0,0.0,1,0,57,273,NO_ISSUE,0.21,POSTPAID
335,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-13 14:35:00,2026-03-13,HYD_501,4G,DATA_SESSION,494,1539.9,0,0,39,204,NO_ISSUE,27.57,POSTPAID
336,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-07 03:43:00,2026-02-07,DEL_301,4G,DATA_SESSION,1529,1760.54,0,0,46,165,DROP,83.4,POSTPAID
337,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-11 15:26:00,2026-02-11,CHE_401,4G,SMS,0,0.0,1,0,68,109,NO_ISSUE,0.11,PREPAID
338,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-05 10:29:00,2026-03-05,BLR_102,4G,VOICE,1010,0.0,0,0,78,254,NO_ISSUE,23.16,POSTPAID
339,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-27 22:15:00,2026-02-27,CHE_401,4G,DATA_SESSION,1456,578.68,0,0,75,231,BILLING,28.33,PREPAID
340,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-06 13:28:00,2026-02-06,DEL_301,5G,DATA_SESSION,175,1388.61,0,0,57,131,NO_ISSUE,47.39,CORPORATE
341,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-09 08:14:00,2026-03-09,KOL_701,5G,VOICE,563,0.0,0,0,60,73,LOW_SPEED,6.82,PREPAID
342,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-11 19:31:00,2026-03-11,KOL_701,5G,SMS,0,0.0,1,0,96,105,NO_ISSUE,0.23,POSTPAID
343,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-31 20:26:00,2026-03-31,PUN_601,4G,DATA_SESSION,834,559.12,0,0,51,47,NO_ISSUE,37.83,POSTPAID
344,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-11 20:45:00,2026-02-11,HYD_501,5G,SMS,0,0.0,1,0,93,90,NO_ISSUE,0.17,POSTPAID
345,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-18 06:50:00,2026-01-18,PUN_601,4G,VOICE,985,0.0,0,0,78,207,NO_ISSUE,13.28,POSTPAID
346,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-11 06:37:00,2026-02-11,MUM_201,4G,VOICE,1199,0.0,0,0,47,158,LOW_SPEED,19.31,CORPORATE
347,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-15 14:00:00,2026-03-15,MUM_201,4G,VOICE,295,0.0,0,0,75,269,NO_ISSUE,4.79,CORPORATE
348,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-20 20:41:00,2026-01-20,PUN_601,4G,DATA_SESSION,1309,245.27,0,0,77,153,NO_ISSUE,32.81,PREPAID
349,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-02 04:58:00,2026-02-02,HYD_501,5G,SMS,0,0.0,1,0,60,157,NO_ISSUE,0.21,POSTPAID
350,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-12 18:27:00,2026-03-12,PUN_601,5G,DATA_SESSION,800,1536.09,0,0,94,171,BILLING,72.61,POSTPAID
351,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-08 10:49:00,2026-01-08,KOL_701,4G,VOICE,668,0.0,0,0,69,222,NO_ISSUE,9.28,CORPORATE
352,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-16 11:30:00,2026-01-16,BLR_101,4G,VOICE,1510,0.0,0,0,67,60,NO_ISSUE,19.54,POSTPAID
353,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-12 10:07:00,2026-03-12,KOL_701,5G,VOICE,190,0.0,0,1,54,31,NO_ISSUE,4.31,POSTPAID
354,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-13 04:46:00,2026-01-13,MUM_201,4G,VOICE,91,0.0,0,0,76,263,NO_ISSUE,2.04,PREPAID
355,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-27 16:32:00,2026-02-27,CHE_401,5G,DATA_SESSION,910,1311.03,0,0,74,98,NO_ISSUE,26.49,POSTPAID
356,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-28 21:09:00,2026-01-28,CHE_401,4G,VOICE,1572,0.0,0,0,79,166,NO_ISSUE,8.12,POSTPAID
357,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-11 23:04:00,2026-03-11,PUN_601,4G,VOICE,493,0.0,0,0,82,116,NO_ISSUE,7.99,CORPORATE
358,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-21 07:53:00,2026-01-21,MUM_201,4G,VOICE,510,0.0,0,0,69,165,NO_ISSUE,7.98,PREPAID
359,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-27 14:37:00,2026-01-27,CHE_401,4G,VOICE,947,0.0,0,0,97,116,NO_ISSUE,7.62,PREPAID
360,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-12 15:09:00,2026-01-12,KOL_701,5G,DATA_SESSION,496,230.04,0,0,36,136,NO_ISSUE,16.18,POSTPAID
361,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-31 07:26:00,2026-01-31,BLR_101,5G,VOICE,319,0.0,0,1,85,28,NO_ISSUE,2.75,POSTPAID
362,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-30 23:02:00,2026-03-30,KOL_701,4G,DATA_SESSION,1599,2437.56,0,0,66,37,NO_ISSUE,65.05,PREPAID
363,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-04 06:38:00,2026-03-04,CHE_401,5G,SMS,0,0.0,1,0,55,171,DROP,0.07,POSTPAID
364,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-03 01:21:00,2026-02-03,BLR_102,5G,SMS,0,0.0,1,0,62,38,NO_ISSUE,0.21,CORPORATE
365,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-14 01:54:00,2026-03-14,HYD_501,5G,VOICE,1210,0.0,0,0,95,186,NO_ISSUE,15.04,PREPAID
366,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-06 16:34:00,2026-01-06,DEL_301,4G,VOICE,1118,0.0,0,0,51,269,NO_ISSUE,27.54,POSTPAID
367,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-04 23:41:00,2026-03-04,HYD_501,5G,VOICE,533,0.0,0,0,97,190,NO_ISSUE,5.81,PREPAID
368,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-08 21:57:00,2026-03-08,BLR_101,5G,VOICE,1246,0.0,0,0,55,27,NO_ISSUE,17.43,POSTPAID
369,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-09 00:41:00,2026-03-09,KOL_701,4G,VOICE,1774,0.0,0,0,65,184,DROP,32.23,CORPORATE
370,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-26 01:12:00,2026-02-26,DEL_301,4G,VOICE,679,0.0,0,1,43,42,LOW_SPEED,5.16,POSTPAID
371,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-04 03:30:00,2026-01-04,KOL_701,5G,DATA_SESSION,1367,1227.32,0,0,67,22,NO_ISSUE,39.15,PREPAID
372,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-12 20:29:00,2026-02-12,BLR_102,4G,DATA_SESSION,1162,1859.98,0,0,88,208,DROP,71.66,CORPORATE
373,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-08 08:15:00,2026-01-08,MUM_201,5G,SMS,0,0.0,1,0,47,35,DROP,0.16,PREPAID
374,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-10 03:53:00,2026-03-10,KOL_701,4G,VOICE,753,0.0,0,0,89,73,NO_ISSUE,6.48,PREPAID
375,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-24 09:30:00,2026-03-24,DEL_301,5G,VOICE,684,0.0,0,0,87,205,NO_ISSUE,14.72,CORPORATE
376,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-11 22:42:00,2026-03-11,CHE_401,5G,DATA_SESSION,757,2404.32,0,0,92,111,NO_ISSUE,55.71,PREPAID
377,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-28 14:05:00,2026-01-28,MUM_201,4G,SMS,0,0.0,1,0,75,31,DROP,0.23,CORPORATE
378,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-04 16:26:00,2026-01-04,BLR_102,4G,VOICE,562,0.0,0,0,66,139,NO_ISSUE,6.19,PREPAID
379,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-14 10:07:00,2026-03-14,HYD_501,4G,VOICE,1432,0.0,0,0,47,173,NO_ISSUE,30.31,POSTPAID
380,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-08 03:54:00,2026-02-08,MUM_201,4G,SMS,0,0.0,1,0,64,25,NO_ISSUE,0.15,POSTPAID
381,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-15 23:30:00,2026-02-15,MUM_201,4G,DATA_SESSION,1399,1830.29,0,0,85,248,DROP,47.99,POSTPAID
382,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-31 20:22:00,2026-01-31,DEL_301,4G,VOICE,120,0.0,0,0,68,63,NO_ISSUE,1.64,POSTPAID
383,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-06 05:35:00,2026-02-06,BLR_102,4G,DATA_SESSION,1281,2492.71,0,0,66,144,NO_ISSUE,83.48,PREPAID
384,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-08 19:14:00,2026-02-08,MUM_201,4G,VOICE,725,0.0,0,0,38,176,NO_ISSUE,8.7,CORPORATE
385,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-05 08:02:00,2026-01-05,MUM_201,4G,SMS,0,0.0,1,0,82,99,DROP,0.06,CORPORATE
386,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-02 12:00:00,2026-01-02,KOL_701,5G,VOICE,644,0.0,0,0,37,94,NO_ISSUE,10.15,POSTPAID
387,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-05 12:24:00,2026-03-05,KOL_701,4G,DATA_SESSION,1213,2265.57,0,0,40,150,NO_ISSUE,107.13,PREPAID
388,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-07 07:29:00,2026-01-07,BLR_102,4G,VOICE,1765,0.0,0,0,81,75,NO_ISSUE,39.44,POSTPAID
389,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-14 08:45:00,2026-02-14,CHE_401,4G,SMS,0,0.0,1,0,58,121,NO_ISSUE,0.05,PREPAID
390,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-14 20:16:00,2026-02-14,CHE_401,4G,VOICE,730,0.0,0,0,80,174,NO_ISSUE,17.93,CORPORATE
391,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-23 07:06:00,2026-03-23,DEL_301,5G,SMS,0,0.0,1,0,70,67,NO_ISSUE,0.07,POSTPAID
392,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-23 03:04:00,2026-01-23,MUM_201,4G,DATA_SESSION,659,2274.79,0,0,77,249,NO_ISSUE,41.38,PREPAID
393,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-04 22:07:00,2026-03-04,MUM_201,4G,DATA_SESSION,296,1078.01,0,0,53,100,NO_ISSUE,56.46,POSTPAID
394,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-11 22:07:00,2026-03-11,CHE_401,5G,VOICE,862,0.0,0,0,70,48,DROP,6.15,CORPORATE
395,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-24 12:46:00,2026-02-24,KOL_701,5G,VOICE,755,0.0,0,1,96,44,NO_ISSUE,12.91,POSTPAID
396,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-13 18:24:00,2026-01-13,BLR_102,4G,VOICE,856,0.0,0,0,36,158,BILLING,8.09,PREPAID
397,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-26 15:17:00,2026-03-26,PUN_601,4G,SMS,0,0.0,1,0,97,186,LOW_SPEED,0.21,CORPORATE
398,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-06 03:02:00,2026-02-06,PUN_601,5G,DATA_SESSION,1236,1342.72,0,0,39,143,NO_ISSUE,78.05,PREPAID
399,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-21 00:18:00,2026-02-21,BLR_101,5G,VOICE,120,0.0,0,0,91,111,NO_SIGNAL,2.46,POSTPAID
400,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-12 10:42:00,2026-02-12,DEL_301,4G,DATA_SESSION,1499,1254.14,0,0,58,299,NO_ISSUE,55.05,CORPORATE
401,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-09 11:00:00,2026-01-09,MUM_201,5G,VOICE,1477,0.0,0,0,50,33,NO_ISSUE,20.66,POSTPAID
402,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-20 08:14:00,2026-02-20,KOL_701,5G,VOICE,706,0.0,0,0,54,51,LOW_SPEED,6.06,POSTPAID
403,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-27 06:30:00,2026-02-27,DEL_301,5G,VOICE,435,0.0,0,1,67,13,NO_ISSUE,9.62,POSTPAID
404,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-23 20:23:00,2026-02-23,BLR_101,4G,DATA_SESSION,924,203.12,0,0,35,145,NO_SIGNAL,16.9,PREPAID
405,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-14 17:52:00,2026-01-14,CHE_401,4G,VOICE,317,0.0,0,0,73,189,NO_SIGNAL,1.9,CORPORATE
406,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-30 04:53:00,2026-03-30,BLR_102,4G,VOICE,93,0.0,0,1,73,185,NO_ISSUE,1.17,CORPORATE
407,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-13 02:30:00,2026-02-13,BLR_102,5G,VOICE,582,0.0,0,0,87,144,NO_ISSUE,5.34,CORPORATE
408,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-08 03:45:00,2026-03-08,KOL_701,5G,DATA_SESSION,1467,721.53,0,0,75,76,NO_ISSUE,53.96,CORPORATE
409,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-15 01:53:00,2026-02-15,PUN_601,5G,DATA_SESSION,496,1772.92,0,0,59,10,NO_ISSUE,81.32,PREPAID
410,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-05 09:22:00,2026-01-05,BLR_102,4G,VOICE,1325,0.0,0,0,60,164,NO_ISSUE,8.42,PREPAID
411,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-01 07:42:00,2026-02-01,MUM_201,4G,VOICE,79,0.0,0,0,59,189,LOW_SPEED,1.85,PREPAID
412,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-15 09:26:00,2026-01-15,HYD_501,5G,DATA_SESSION,1119,2240.34,0,0,94,210,LOW_SPEED,53.78,CORPORATE
413,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-20 04:57:00,2026-01-20,PUN_601,4G,DATA_SESSION,1649,887.22,0,0,54,163,LOW_SPEED,41.62,PREPAID
414,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-24 10:12:00,2026-02-24,CHE_401,5G,VOICE,651,0.0,0,0,75,191,NO_ISSUE,8.64,POSTPAID
415,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-18 01:05:00,2026-02-18,HYD_501,4G,VOICE,1627,0.0,0,1,60,67,NO_ISSUE,8.95,PREPAID
416,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-08 22:02:00,2026-03-08,DEL_301,4G,SMS,0,0.0,1,0,76,93,DROP,0.15,PREPAID
417,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-12 01:30:00,2026-02-12,CHE_401,5G,VOICE,257,0.0,0,1,40,185,LOW_SPEED,5.77,PREPAID
418,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-22 19:41:00,2026-02-22,MUM_201,4G,DATA_SESSION,449,805.6,0,0,59,166,NO_ISSUE,27.38,PREPAID
419,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-11 16:02:00,2026-01-11,BLR_102,4G,VOICE,1072,0.0,0,1,79,183,NO_ISSUE,25.58,PREPAID
420,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-26 01:41:00,2026-02-26,PUN_601,4G,SMS,0,0.0,1,0,41,86,NO_ISSUE,0.13,PREPAID
421,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-17 12:59:00,2026-01-17,BLR_102,5G,DATA_SESSION,1309,2091.26,0,0,92,167,NO_ISSUE,52.73,CORPORATE
